"region","lon","lat"
"14072",-102.024235508912,20.9705386002314
"14073",-102.293044671543,21.269435375247
"14074",-102.162898910377,21.0003361260676
"14075",-104.23052621701,20.8250054416878
"14076",-103.78469815583,21.5942740327852
"14077",-103.904553433769,20.451137347743
"14078",-102.380801136339,20.9923470541966
"14079",-103.416225006895,19.8578551444665
"14080",-104.825877042604,20.8530590813815
"14081",-103.178447183197,22.1937999332482
"14082",-103.59523048344,19.8605930236277
"14083",-103.681537007281,20.6073973499636
"14084",-104.953541912995,20.2985522414745
"14085",-103.178738661731,19.6870897220977
"14086",-103.764994675941,19.947807858892
"14087",-103.192383934389,19.2260681984946
"14088",-104.023399626321,20.2582064604189
"14089",-103.574444058341,20.094278307124
"14090",-104.16450220408,20.1471318689182
"14091",-102.554187232566,21.4814098503074
"14092",-103.345950774611,20.1085371081955
"14093",-102.721947644296,20.8151293211444
"14094",-103.780394221559,21.1126355940543
"14095",-103.833404374515,20.677476452405
"14096",-103.072608461235,20.1197481480047
"14097",-103.41746673645,20.4787372144825
"14098",-103.345387149693,20.5936846126126
"14099",-103.929375894517,19.5522696270985
"14100",-105.164775574627,19.9790614929625
"14101",-103.215771097183,20.6195848307627
"14102",-103.951125458075,19.847286125391
"14103",-103.535665612763,19.4317898633061
"14104",-103.477932830575,21.9590284082487
"14105",-102.749914066334,20.547899644207
"14106",-104.03227732671,19.6815008638613
"14107",-103.241875206297,20.1481323679424
"14108",-103.458287825153,19.4785444533321
"14109",-101.9953365671,21.154063372353
"14110",-104.254760369058,19.992821215763
"14111",-102.65259916359,21.0465887531876
"14112",-102.973422451487,19.8365641642329
"14113",-103.738709110078,19.7092089095661
"14114",-103.709241095542,20.388698576624
"14115",-103.686153727477,22.0280462941049
"14116",-102.59423031137,21.6680542001427
"14117",-102.700143836652,21.160315738067
"14118",-102.933743219438,21.1371012356361
"14119",-103.567263637153,20.2339586917486
"14120",-103.493753250837,20.7945203466778
"14121",-103.34514667304,19.6186779327204
"14122",-103.756336661134,19.5150682860362
"14123",-102.925883839069,20.4608181859876
"14124",-103.049236715921,20.6363379875026
"14125",-102.506080461306,20.7643882194447
"15001",-99.8705438014093,19.972588144217
"15002",-98.919350929809,19.6337090954996
"15003",-99.8334068363126,20.1153284931116
"15004",-99.8686955043417,18.853663793238
"15005",-99.8281966432852,19.4044922858065
"15006",-99.4927676176473,19.1600600434376
"15007",-99.9893717472935,19.2508287243128
"15008",-100.264841473648,18.7028826091147
"15009",-98.7155576727471,19.125397980998
"15010",-99.1483846194459,19.9849647601434
"15011",-98.9628552116308,19.5450182152705
"15012",-99.5003868383458,19.1753817535251
"15013",-99.275147472393,19.5651610971481
"15014",-99.8450751147608,19.8089488884009
"15015",-98.7167500938919,19.0314707592957
"15016",-98.7221631072603,19.7640315473316
"15017",-98.8155641521741,19.1236332330302
"15018",-99.6375157904296,19.1673809820228
"15019",-99.4583290413225,19.2089380574175
"15020",-99.1031687676718,19.6289957547681
"15021",-99.7989970453404,18.9452662830063
